Maior65Anos,Conjuge,Dependentes,MesesDeContrato,TelefoneFixo,VariasLinhasTelefonicas,ServicoDeInternet,SegurancaOnline,BackupOnline,SeguroNoDispositivo,SuporteTecnico,TVaCabo,StreamingDeFilmes,TipoDeContrato,PagamentoOnline,FormaDePagamento,ContaMensal,Churn
0,Sim,Sim,40,Sim,Sim,FibraOptica,Nao,Nao,Sim,Sim,Nao,Nao,Mensalmente,Sim,ChequeDigital,84.85,Sim
0,Sim,Sim,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Nao,ChequePapel,65.7,Sim
0,Sim,Sim,54,Sim,Sim,DSL,Nao,Nao,Sim,Nao,Nao,Sim,DoisAnos,Nao,CartaoDeCredito,63.35,Nao
0,Nao,Nao,14,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,DebitoEmConta,50.1,Nao
0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequeDigital,70.5,Sim
0,Nao,Nao,10,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Nao,Sim,Mensalmente,Sim,ChequeDigital,94.85,Sim
0,Nao,Nao,1,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequeDigital,50.15,Nao
0,Nao,Nao,1,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,ChequePapel,19.75,Sim
0,Nao,Nao,56,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Nao,UmAno,Sim,DebitoEmConta,64.65,Nao
0,Sim,Nao,68,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,79.6,Nao
0,Sim,Sim,14,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Sim,ChequePapel,19.5,Nao
0,Sim,Sim,68,Sim,Nao,FibraOptica,Sim,Nao,Nao,Sim,Sim,Sim,DoisAnos,Sim,ChequeDigital,99.55,Nao
1,Sim,Nao,55,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,74.0,Nao
0,Nao,Nao,16,Nao,SemServicoTelefonico,DSL,Sim,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,ChequeDigital,38.9,Nao
1,Nao,Nao,9,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,ChequeDigital,79.55,Nao
0,Sim,Sim,14,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Sim,Nao,Mensalmente,Sim,ChequeDigital,65.45,Sim
1,Sim,Nao,58,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,98.7,Sim
0,Nao,Nao,53,Nao,SemServicoTelefonico,DSL,Sim,Sim,Nao,Nao,Nao,Sim,Mensalmente,Sim,DebitoEmConta,46.3,Nao
0,Sim,Nao,70,Sim,Sim,FibraOptica,Sim,Sim,Sim,Nao,Sim,Nao,DoisAnos,Sim,CartaoDeCredito,99.35,Nao
1,Sim,Sim,14,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,95.8,Nao
0,Sim,Sim,22,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Nao,UmAno,Sim,DebitoEmConta,67.5,Sim
0,Sim,Nao,10,Sim,Sim,FibraOptica,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,CartaoDeCredito,78.15,Nao
0,Sim,Sim,29,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,26.1,Nao
0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,69.6,Sim
0,Sim,Nao,49,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Sim,UmAno,Nao,ChequeDigital,84.35,Sim
1,Sim,Nao,68,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,100.2,Sim
0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Nao,ChequeDigital,78.05,Sim
0,Nao,Nao,30,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Sim,Nao,Sim,UmAno,Sim,CartaoDeCredito,40.35,Nao
0,Sim,Nao,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Nao,DoisAnos,Nao,CartaoDeCredito,79.2,Nao
0,Nao,Nao,10,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,ChequePapel,20.9,Nao
0,Nao,Nao,7,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequeDigital,73.6,Sim
0,Nao,Nao,9,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,74.75,Sim
0,Nao,Sim,1,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequePapel,49.9,Nao
0,Nao,Nao,20,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Nao,Sim,Mensalmente,Sim,CartaoDeCredito,68.9,Nao
0,Nao,Nao,1,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,ChequePapel,20.25,Nao
0,Nao,Nao,29,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,CartaoDeCredito,76.0,Nao
0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Sim,Nao,Nao,Mensalmente,Nao,ChequeDigital,74.0,Nao
0,Nao,Nao,3,Sim,Nao,FibraOptica,Sim,Nao,Nao,Sim,Nao,Nao,Mensalmente,Sim,ChequePapel,82.3,Nao
0,Nao,Nao,20,Sim,Nao,FibraOptica,Sim,Nao,Sim,Nao,Sim,Nao,Mensalmente,Sim,DebitoEmConta,89.4,Nao
0,Nao,Sim,64,Sim,Nao,FibraOptica,Nao,Sim,Nao,Sim,Sim,Sim,Mensalmente,Sim,CartaoDeCredito,99.15,Nao
0,Nao,Nao,1,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,ChequePapel,20.2,Sim
0,Nao,Nao,6,Nao,SemServicoTelefonico,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,DebitoEmConta,29.45,Nao
0,Sim,Nao,50,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequeDigital,19.8,Nao
0,Nao,Nao,6,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,DebitoEmConta,59.15,Nao
0,Sim,Sim,7,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequeDigital,44.75,Nao
0,Sim,Sim,72,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Nao,Sim,DoisAnos,Sim,CartaoDeCredito,90.8,Nao
0,Sim,Nao,8,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,DebitoEmConta,49.55,Nao
0,Sim,Sim,67,Sim,Sim,FibraOptica,Sim,Nao,Nao,Sim,Sim,Sim,DoisAnos,Nao,CartaoDeCredito,106.7,Nao
1,Sim,Nao,24,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,93.55,Sim
0,Sim,Nao,72,Sim,Sim,FibraOptica,Sim,Sim,Nao,Nao,Nao,Sim,DoisAnos,Sim,CartaoDeCredito,94.45,Nao
0,Sim,Sim,33,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Sim,DebitoEmConta,19.45,Nao
0,Nao,Nao,2,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,25.05,Sim
0,Sim,Nao,70,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Nao,Sim,DoisAnos,Nao,ChequePapel,67.95,Nao
0,Nao,Nao,22,Sim,Nao,DSL,Nao,Sim,Sim,Nao,Sim,Nao,UmAno,Nao,DebitoEmConta,65.25,Nao
0,Nao,Nao,59,Sim,Sim,FibraOptica,Sim,Sim,Sim,Nao,Nao,Sim,Mensalmente,Sim,DebitoEmConta,99.45,Nao
0,Nao,Nao,36,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Sim,CartaoDeCredito,20.35,Nao
0,Sim,Sim,51,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,19.95,Nao
0,Sim,Nao,53,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Nao,UmAno,Nao,DebitoEmConta,77.4,Nao
0,Sim,Sim,20,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,DebitoEmConta,19.7,Nao
0,Sim,Nao,63,Sim,Nao,FibraOptica,Sim,Nao,Sim,Nao,Sim,Sim,DoisAnos,Nao,CartaoDeCredito,99.7,Nao
0,Nao,Nao,40,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,CartaoDeCredito,74.8,Nao
0,Nao,Nao,35,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Sim,ChequePapel,19.15,Nao
0,Sim,Sim,26,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,UmAno,Nao,DebitoEmConta,78.95,Nao
1,Sim,Nao,27,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Nao,Sim,Mensalmente,Sim,ChequeDigital,95.55,Sim
0,Nao,Sim,53,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Nao,Nao,UmAno,Nao,CartaoDeCredito,62.85,Nao
1,Sim,Nao,34,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,CartaoDeCredito,71.55,Nao
1,Sim,Nao,19,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,94.95,Nao
0,Sim,Nao,43,Sim,Nao,FibraOptica,Sim,Sim,Sim,Nao,Nao,Nao,Mensalmente,Sim,CartaoDeCredito,86.1,Nao
0,Sim,Sim,6,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,ChequePapel,19.55,Nao
0,Nao,Sim,56,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Sim,ChequePapel,24.8,Nao
0,Nao,Nao,57,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Nao,Sim,Nao,Mensalmente,Sim,ChequeDigital,39.3,Sim
0,Sim,Sim,34,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Sim,Nao,Mensalmente,Sim,ChequePapel,84.05,Nao
0,Nao,Nao,10,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Mensalmente,Nao,ChequeDigital,36.25,Nao
0,Nao,Nao,1,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,ChequePapel,20.25,Sim
0,Nao,Nao,13,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,23.9,Sim
0,Nao,Nao,56,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Sim,Sim,Mensalmente,Nao,ChequeDigital,98.6,Nao
0,Sim,Nao,55,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,CartaoDeCredito,103.65,Nao
0,Sim,Sim,36,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,CartaoDeCredito,92.9,Nao
0,Sim,Nao,47,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,DebitoEmConta,19.9,Nao
0,Sim,Sim,12,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,CartaoDeCredito,20.1,Nao
0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Sim,Nao,Mensalmente,Sim,ChequeDigital,85.45,Sim
1,Nao,Nao,24,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,80.5,Nao
0,Nao,Nao,63,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Sim,Sim,UmAno,Nao,DebitoEmConta,99.9,Sim
1,Nao,Nao,35,Nao,SemServicoTelefonico,DSL,Nao,Nao,Sim,Nao,Sim,Nao,Mensalmente,Sim,ChequeDigital,39.85,Nao
0,Nao,Nao,67,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Nao,Nao,UmAno,Nao,CartaoDeCredito,60.5,Nao
0,Nao,Nao,25,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,ChequeDigital,84.8,Sim
0,Nao,Nao,21,Sim,Sim,FibraOptica,Sim,Nao,Sim,Nao,Sim,Sim,Mensalmente,Nao,ChequePapel,103.85,Nao
0,Nao,Nao,13,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Nao,Sim,Mensalmente,Nao,DebitoEmConta,67.8,Nao
0,Sim,Nao,35,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,75.2,Sim
1,Sim,Nao,71,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,DebitoEmConta,24.85,Nao
0,Nao,Nao,29,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,CartaoDeCredito,19.35,Nao
0,Sim,Nao,71,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Nao,Sim,Sim,DoisAnos,Nao,ChequeDigital,49.35,Sim
1,Sim,Nao,7,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,89.0,Nao
1,Nao,Nao,57,Nao,SemServicoTelefonico,DSL,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,55.0,Nao
0,Sim,Nao,65,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Nao,Sim,DoisAnos,Nao,DebitoEmConta,76.15,Nao
0,Nao,Nao,27,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,ChequePapel,20.3,Nao
0,Nao,Nao,6,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,74.9,Sim
1,Nao,Nao,72,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,CartaoDeCredito,117.35,Nao
0,Nao,Nao,1,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,ChequePapel,19.75,Nao
0,Nao,Nao,11,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,CartaoDeCredito,45.2,Nao
0,Sim,Sim,39,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,25.2,Nao
1,Nao,Nao,59,Sim,Sim,FibraOptica,Sim,Sim,Sim,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,89.75,Nao
0,Nao,Nao,26,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Sim,Sim,UmAno,Nao,DebitoEmConta,75.0,Nao
1,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Nao,ChequePapel,49.95,Nao
0,Sim,Sim,72,Nao,SemServicoTelefonico,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,DebitoEmConta,65.7,Nao
0,Sim,Nao,65,Sim,Sim,DSL,Sim,Sim,Sim,Nao,Nao,Nao,UmAno,Nao,CartaoDeCredito,67.05,Nao
0,Sim,Sim,72,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,CartaoDeCredito,110.9,Nao
0,Nao,Nao,6,Sim,Sim,FibraOptica,Nao,Nao,Nao,Sim,Nao,Sim,Mensalmente,Sim,DebitoEmConta,87.95,Nao
1,Nao,Nao,32,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,CartaoDeCredito,19.8,Nao
0,Sim,Nao,50,Sim,Sim,DSL,Nao,Nao,Sim,Nao,Sim,Sim,UmAno,Nao,DebitoEmConta,75.7,Nao
0,Sim,Nao,61,Nao,SemServicoTelefonico,DSL,Sim,Nao,Sim,Sim,Sim,Sim,DoisAnos,Sim,ChequePapel,62.15,Nao
0,Nao,Nao,15,Sim,Nao,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,101.25,Sim
0,Sim,Nao,72,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,DebitoEmConta,115.15,Nao
0,Nao,Nao,9,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,ChequePapel,18.95,Sim
0,Nao,Nao,1,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,ChequePapel,19.5,Nao
0,Nao,Nao,12,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,ChequeDigital,86.55,Nao
0,Nao,Nao,37,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensalmente,Nao,CartaoDeCredito,28.6,Sim
0,Sim,Sim,61,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,ChequePapel,20.4,Nao
0,Sim,Sim,18,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,DebitoEmConta,19.8,Nao
0,Nao,Sim,21,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequePapel,45.65,Nao
0,Sim,Sim,68,Nao,SemServicoTelefonico,DSL,Sim,Sim,Sim,Sim,Nao,Sim,DoisAnos,Sim,ChequePapel,56.4,Nao
1,Nao,Nao,12,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,CartaoDeCredito,73.3,Nao
1,Nao,Nao,2,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequeDigital,24.35,Sim
0,Sim,Nao,62,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,101.35,Nao
1,Nao,Nao,29,Sim,Sim,FibraOptica,Nao,Nao,Nao,Sim,Sim,Sim,Mensalmente,Nao,ChequeDigital,98.65,Sim
0,Nao,Sim,1,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Mensalmente,Nao,ChequePapel,33.6,Nao
1,Sim,Nao,5,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Sim,DebitoEmConta,79.9,Sim
0,Nao,Nao,1,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,ChequeDigital,20.7,Nao
0,Nao,Sim,62,Sim,Sim,FibraOptica,Nao,Nao,Sim,Sim,Sim,Sim,DoisAnos,Sim,ChequeDigital,104.05,Nao
0,Sim,Sim,36,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,DebitoEmConta,20.25,Nao
1,Nao,Nao,28,Sim,Sim,FibraOptica,Nao,Nao,Sim,Sim,Sim,Sim,Mensalmente,Sim,ChequeDigital,103.3,Sim
0,Sim,Sim,69,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Sim,Nao,UmAno,Nao,CartaoDeCredito,73.7,Nao
0,Sim,Nao,11,Sim,Sim,FibraOptica,Sim,Nao,Nao,Sim,Sim,Nao,Mensalmente,Sim,CartaoDeCredito,96.2,Sim
0,Sim,Nao,63,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,Mensalmente,Sim,ChequeDigital,108.75,Nao
0,Nao,Nao,23,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,DebitoEmConta,20.15,Nao
0,Nao,Nao,10,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,CartaoDeCredito,19.75,Nao
0,Sim,Nao,71,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Sim,CartaoDeCredito,25.95,Nao
1,Nao,Nao,45,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Nao,Sim,Mensalmente,Sim,ChequeDigital,70.05,Nao
0,Sim,Sim,70,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,24.05,Nao
0,Nao,Sim,22,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,ChequeDigital,84.75,Nao
0,Sim,Sim,52,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,23.05,Nao
0,Sim,Nao,55,Sim,Sim,FibraOptica,Nao,Nao,Sim,Sim,Sim,Sim,UmAno,Sim,ChequeDigital,104.15,Sim
0,Nao,Nao,65,Nao,SemServicoTelefonico,DSL,Sim,Nao,Sim,Sim,Sim,Sim,DoisAnos,Nao,CartaoDeCredito,59.95,Nao
0,Sim,Sim,72,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,DebitoEmConta,19.55,Nao
0,Sim,Nao,10,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,DebitoEmConta,19.6,Nao
0,Nao,Sim,7,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,ChequePapel,20.05,Nao
1,Nao,Nao,5,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Nao,Sim,Mensalmente,Sim,ChequeDigital,85.55,Nao
0,Sim,Sim,24,Sim,Sim,DSL,Sim,Nao,Sim,Nao,Sim,Sim,DoisAnos,Nao,CartaoDeCredito,78.6,Nao
0,Sim,Sim,72,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,CartaoDeCredito,116.8,Nao
0,Nao,Nao,21,Nao,SemServicoTelefonico,DSL,Sim,Nao,Nao,Sim,Sim,Nao,Mensalmente,Sim,ChequePapel,43.55,Nao
0,Sim,Nao,69,Nao,SemServicoTelefonico,DSL,Nao,Sim,Sim,Sim,Sim,Sim,UmAno,Sim,CartaoDeCredito,60.8,Nao
0,Sim,Sim,44,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Mensalmente,Sim,DebitoEmConta,54.9,Nao
1,Sim,Sim,61,Sim,Sim,DSL,Nao,Nao,Sim,Nao,Sim,Nao,UmAno,Sim,ChequeDigital,65.2,Nao
1,Nao,Nao,24,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,CartaoDeCredito,102.95,Sim
0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Nao,ChequeDigital,90.6,Sim
0,Nao,Nao,6,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensalmente,Sim,DebitoEmConta,50.8,Sim
0,Nao,Nao,4,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Sim,Mensalmente,Sim,ChequeDigital,90.05,Sim
0,Sim,Nao,72,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,ChequeDigital,108.2,Nao
0,Nao,Nao,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,DebitoEmConta,92.0,Nao
